Company Name	Symbol
Nippon India Fixed Horizon Fund XXXVIII- Series 3- Growth Option	MF:143951
NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 03 - IDCW Option	MF:143952
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Cumulative Option	MF:143953
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Direct Plan Cumulative Option	MF:143954
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Half Yearly IDCW Option	MF:143956
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Quarterly IDCW Option	MF:143960
ICICI Prudential Bharat Consumption Fund - Series 3 - Direct Plan - Cumulative Option	MF:143961
ICICI Prudential Bharat Consumption Fund - Series 3 - Direct Plan - IDCW Option	MF:143962
ICICI Prudential Bharat Consumption Fund - Series 3 - IDCW Option	MF:143963
ICICI Prudential Bharat Consumption Fund - Series 3 - Cumulative Option	MF:143964
Sundaram Fixed Term Plan IJ Regular Plan - Growth	MF:143973
Sundaram Fixed Term Plan IJ Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	MF:143974
Sundaram Fixed Term Plan IJ Direct Plan - Growth	MF:143975
Sundaram Fixed Term Plan IJ Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	MF:143976
Aditya Birla Sun Life Fixed Term Plan - Series QG (1100 days) - Regular Plan-Growth	MF:143977
Edelweiss Fixed Maturity Plan - Series 49 - Direct Growth	MF:143978
EDELWEISS FIXED MATURITY PLAN - SERIES 49-Direct Plan - IDCW Option	MF:143979
Edelweiss Fixed Maturity Plan - Series 49 - Regular Dividend	MF:143980
Edelweiss Fixed Maturity Plan - Series 49 - Regular Growth	MF:143981
Aditya Birla Sun Life Fixed Term Plan - series QG (1100 days) - Regular -Quarterly IDCW	MF:143982
Aditya Birla Sun Life Fixed Term Plan - series QG (1100 days) - Direct - Normal IDCW	MF:143983
Aditya Birla Sun Life Fixed Term Plan - series QG (1100 days) - Regular -Normal IDCW	MF:143985
Aditya Birla Sun Life Fixed Term Plan - Series QG (1100 days) - Direct Plan-Growth	MF:143986
Aditya Birla Sun Life Fixed Term Plan - Series QH (1101 days) - Direct Plan-Growth	MF:143987
Aditya Birla Sun Life Fixed Term Plan - Series QH (1101 days) -Direct - Normal IDCW	MF:143988
Aditya Birla Sun Life Fixed Term Plan - Series QH (1101 days) -Direct - Quarterly IDCW	MF:143989
Aditya Birla Sun Life Fixed Term Plan - Series QH (1101 days) -Regular -Quarterly IDCW	MF:143990
Aditya Birla Sun Life Fixed Term Plan - Series QH (1101 days) - Regular Plan-Growth	MF:143991
Aditya Birla Sun Life Fixed Term Plan - Series QH (1101 days) -Regular -Normal IDCW	MF:143992
Kotak FMP Series 232- Regular Plan- Growth Option	MF:143993
Kotak FMP Series 232-Direct Plan-Growth Option	MF:143994
Kotak FMP Series 232-Regular Plan-Payout of Income Distribution cum capital withdrawal Option	MF:143995
UTI Fixed Term Income Fund Series XXIX-XI (1112 days) - Direct Plan - Growth Option	MF:143997
UTI Fixed Term Income fund - Series XXIX - XI (1112 DAYS) - Direct Plan - Maturity IDCW	MF:143999
UTI Fixed Term Income fund - Series XXIX - XI (1112 DAYS) - Direct Plan - Flexi IDCW	MF:144003
UTI Fixed Term Income Fund Series XXIX-XI (1112 days) - Regular Plan - Growth Option	MF:144006
Franklin India Fixed maturity Plans- Series 4- Plan A (1098 days) - Growth - Direct	MF:144007
Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - Direct - IDCW	MF:144008
Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - IDCW	MF:144009
Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days -QTR - IDCW	MF:144010
Franklin India Fixed Maturity Plans- Series 4- Plan A (1098 days) -Growth	MF:144011
Franklin India Fixed Maturity Plans-Series 4 - Plan A 1098 days - QTR Direct - IDCW	MF:144012
Axis Fixed Term Plan - Series 95 (1185 Days) - Regular Plan - Growth Option	MF:144013
Axis Fixed Term Plan Series 95 (1185 Days) - Regular Plan - Regular IDCW	MF:144015
Axis Fixed Term Plan - Series 95 (1185 Days) - Direct Plan - Growth Option	MF:144016
Reliance Fixed Horizon Fund XXXVIII- Series 4- Direct Plan- Growth Option	MF:144017
Reliance Fixed Horizon Fund XXXVIII- Series 4- Direct Plan- Dividend Plan	MF:144018
Reliance Fixed Horizon Fund XXXVIII- Series 4- Growth Option	MF:144019
HDFC FMP 1099D June 2018 (1) - IDCW Option - Direct Plan	MF:144029
HDFC FMP 1099D June 2018 (1) - Growth Option - Direct Plan	MF:144030
HDFC FMP 1099D June 2018 (1) - Quarterly IDCW Option - Direct Plan	MF:144031
HDFC FMP 1099D June 2018 (1) - IDCW Option	MF:144032
HDFC FMP 1099D June 2018 (1) - Growth Option	MF:144033
HDFC FMP 1099D June 2018 (1) - Quarterly IDCW Option	MF:144034
SBI Debt Fund Series C - 19 (1100 Days) - Regular Plan - Growth	MF:144035
SBI Debt Fund Series - C - 19 (1100 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:144036
SBI Debt Fund Series C - 19 (1100 Days) - Direct Plan - Growth	MF:144037
SBI Debt Fund Series - C - 19 (1100 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:144038
L&T FMP Series XVII - Plan B - Direct Plan - IDCW	MF:144039
L&T FMP Series XVII - Plan B - Direct Plan - Growth Option	MF:144040
L&T FMP Series XVII - Plan B - Regular Plan - IDCW	MF:144041
L&T FMP Series XVII - Plan B - Regular Plan - Growth Option	MF:144042
Axis Fixed Term Plan Series 95 (1185 Days) - Regular Plan - Half Yearly IDCW	MF:144043
Axis Fixed Term Plan Series 95 (1185 Days) - Direct Plan - Quarterly IDCW	MF:144045
Axis Fixed Term Plan Series 95 (1185 Days) - Regular Plan - Quarterly IDCW	MF:144046
Aditya Birla Sun Life Fixed Term Plan - Series QI (1100 days) - Regular Plan-Growth	MF:144047
Aditya Birla Sun Life Fixed Term Plan - Series QI (1100 days) -Regular -Normal IDCW	MF:144048
Aditya Birla Sun Life Fixed Term Plan - Series QI (1100 days) - Direct Plan-Growth	MF:144049
Aditya Birla Sun Life Fixed Term Plan - Series QI (1100 days) -Regular -Quarterly IDCW	MF:144050
Aditya Birla Sun Life Fixed Term Plan - Series QI (1100 days) -Direct - Normal IDCW	MF:144052
Kotak FMP Series 233 - Regular Plan - Growth Option	MF:144061
Kotak FMP Series 233 - Direct Plan - Growth Option	MF:144063
Kotak FMP Series 233 - Direct Plan - Payout of Income Distribution cum capital withdrawal Option	MF:144064
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan O - Direct Plan Cumulative Option	MF:144065
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan O - Cumulative Option	MF:144072
ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Half Yearly IDCW Option	MF:144075
ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Cumulative Option	MF:144077
ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Direct Plan Cumulative Option	MF:144078
ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Quarterly IDCW Option	MF:144079
ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Direct Plan Quarterly IDCW Option	MF:144080
Nippon India Fixed Horizon Fund XXXVIII- Series 5- Growth Option	MF:144081
NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 05 - IDCW Option	MF:144082
NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 05 - DIRECT Plan - IDCW Option	MF:144083
Nippon India Fixed Horizon Fund XXXVIII- Series 5- Direct Plan - Growth Option	MF:144084
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Direct Plan - Quarterly IDCW	MF:144095
UTI Fixed Term Income Fund Series XXIX-XIII (1122 days) - Direct Plan - Growth Option	MF:144096
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Direct Plan - Maturity IDCW	MF:144097
UTI Fixed Term Income Fund Series XXIX-XIII (1122 days) - Regular Plan - Growth Option	MF:144098
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Maturity IDCW	MF:144099
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Flexi IDCW	MF:144100
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Annual IDCW	MF:144102
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Direct Plan - Annual IDCW	MF:144103
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Quarterly IDCW	MF:144104
HDFC FMP 1122D July 2018 (1) - IDCW Option - Direct Plan	MF:144105
HDFC FMP 1122D July 2018 (1) - Quarterly IDCW Option - Direct Plan	MF:144106
HDFC FMP 1122D July 2018 (1) - Quarterly IDCW Option	MF:144107
HDFC FMP 1122D July 2018 (1) - IDCW Option	MF:144108
HDFC FMP 1122D July 2018 (1) - Growth Option	MF:144109
HDFC FMP 1122D July 2018 (1) - Growth Option - Direct Plan	MF:144110
SBI Dual Advantage Fund - Series XXIX - Regular Plan - Growth	MF:144111
SBI Dual Advantage Fund - Series XXIX - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:144112
SBI Dual Advantage Fund - Series XXIX - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:144113
SBI Dual Advantage Fund - Series XXIX - Direct Plan - Growth	MF:144114
HSBC Fixed Term Series 135 - Growth Option	MF:144115
HSBC FTS 135 - IDCW - Tenure 1117 Days - Maturity: 30-Jul-2021	MF:144116
HSBC Fixed Term Series 135 - Direct Plan Growth Option	MF:144117
HSBC FTS 135 - IDCW Direct Plan - Tenure 1117 Days - Maturity: 30-Jul-2021	MF:144118
DSP FMP Series - 236 - 36M - Direct Plan - Growth	MF:144119
DSP FMP Series - 236 - 36M - Direct Plan - IDCW - Payout	MF:144120
DSP FMP Series - 236 - 36M - Regular Plan - IDCW - Payout	MF:144122
DSP FMP Series - 236 - 36M - Regular Plan - IDCW - Quarterly Payout	MF:144123
DSP FMP Series - 236 - 36M - Regular Plan - Growth	MF:144124
PGIM India Fixed Duration Fund - Series BB - Direct Plan - Growth Option	MF:144125
PGIM India Fixed Duration Fund - Series BB - Regular Plan - Quarterly Dividend Option	MF:144128
PGIM India Fixed Duration Fund - Series BB - Regular Plan - Growth Option	MF:144129
PGIM India Fixed Duration Fund - Series BB - Regular Plan - Standard Dividend Option	MF:144130
Aditya Birla Sun Life Fixed Term Plan - Series QJ (1098 days) - Regular Plan-Growth	MF:144131
Aditya Birla Sun Life Fixed Term Plan - Series QJ (1098 days) -Regular -Normal IDCW	MF:144132
Aditya Birla Sun Life Fixed Term Plan - Series QJ (1098 days) -Regular -Quarterly IDCW	MF:144133
Aditya Birla Sun Life Fixed Term Plan - Series QJ (1098 days) - Direct Plan-Growth	MF:144135
IDFC Fixed Term Plan Series 156 Regular Plan-Growth (1103 days)	MF:144141
IDFC Fixed Term Plan Series 156 Regular Plan-Quarterly-IDCW (1103 days)	MF:144142
IDFC Fixed Term Plan Series 156 Direct Plan -Growth (1103 days)	MF:144144
IDFC Fixed Term Plan Series 156 Regular Plan-Periodic-IDCW (1103 days)	MF:144148
IDFC Equity Opportunity - Series 6 (1194 DAYS)-Regular Plan IDCW	MF:144149
IDFC Equity Opportunity - Series 6 (1194 DAYS)-Direct Plan Growth	MF:144150
IDFC Equity Opportunity - Series 6 (1194 DAYS)-Direct Plan IDCW	MF:144151
IDFC Equity Opportunity - Series 6 (1194 DAYS)-Regular Plan Growth	MF:144152
Aditya Birla Sun Life Fixed Term Plan - Series QK (1099 days) - Regular Plan-Growth	MF:144153
Aditya Birla Sun Life Fixed Term Plan - Series QK (1099 days) -Regular -Normal IDCW	MF:144154
Aditya Birla Sun Life Fixed Term Plan - Series QK (1099 days) -Direct - Quarterly IDCW	MF:144157
Aditya Birla Sun Life Fixed Term Plan - Series QK (1099 days) - Direct Plan-Growth	MF:144158
Nippon India Fixed Horizon Fund XXXVIII- Series 6- Direct Plan -Growth Option	MF:144159
Nippon India Fixed Horizon Fund XXXVIII- Series 6- Growth Option	MF:144160
NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 06 - DIRECT Plan - IDCW Option	MF:144161
NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 06 - IDCW Option	MF:144162
ICICI Prudential Fixed Maturity Plan - Series 83 - 1107 Days Plan Q - Cumulative Option	MF:144163
ICICI Prudential Fixed Maturity Plan - Series 83 - 1107 Days Plan Q - Direct Plan Cumulative Option	MF:144164
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN GROWTH	MF:144171
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN DAILY IDCW	MF:144172
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH	MF:144173
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN-DAILY IDCW	MF:144174
Aditya Birla Sun Life Fixed Term Plan - Series QL (1099 days) - Regular Plan-Growth	MF:144183
Aditya Birla Sun Life Fixed Term Plan - Series QL (1099 days)Regular -Normal IDCW	MF:144184
Aditya Birla Sun Life Fixed Term Plan - Series QL (1099 days)Regular -Quarterly IDCW	MF:144185
Aditya Birla Sun Life Fixed Term Plan - Series QL (1099 days) - Direct Plan-Growth	MF:144186
Aditya Birla Sun Life Fixed Term Plan - Series QL (1099 days)Direct - Quarterly IDCW	MF:144188
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN WEEKLY IDCW	MF:144189
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN QUARTERLY IDCW	MF:144190
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN- WEEKLY IDCW	MF:144191
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN QUARTERLY IDCW	MF:144192
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN PERIODIC IDCW	MF:144193
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN MONTHLY IDCW	MF:144194
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW	MF:144195
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN PERIODIC IDCW	MF:144196
Sundaram Multi Cap Fund Series II Regular Plan - Growth	MF:144197
Sundaram Multi Cap Fund Series II Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	MF:144198
Sundaram Multi Cap Fund Series II Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	MF:144199
Sundaram Multi Cap Fund Series II Direct Plan - Growth	MF:144200
UTI Fixed Term Income Fund Series XXIX-XIV (1131 days) - Direct Plan - Growth Option	MF:144201
UTI Fixed Term Income fund - Series XXIX - XIV (1131 DAYS) - Direct Plan - Quarterly IDCW	MF:144202
UTI Fixed Term Income Fund Series XXIX-XIV (1131 days) - Regular Plan - Growth Option	MF:144206
UTI Fixed Term Income fund - Series XXIX - XIV (1131 DAYS) - Regular Plan - Maturity IDCW	MF:144209
TATA Value Fund - Series2 Direct Plan - Payout of Income Distribution cum capital withdrawal option	MF:144211
Tata Value Fund Series 2 -Regular Plan-Growth	MF:144212
Tata Value Fund Series 2 -Direct Plan-Growth	MF:144213
TATA Value Fund - Series2 Regular Plan - Payout of Income Distribution cum capital withdrawal option	MF:144214
DSP FMP Series - 237 - 36M - Direct Plan - Growth	MF:144215
DSP FMP Series - 237 - 36M - Regular Plan - IDCW - Quarterly Payout	MF:144217
DSP FMP Series - 237 - 36M - Direct Plan - IDCW - Quarterly Payout	MF:144218
DSP FMP Series - 237 - 36M - Regular Plan - IDCW - Payout	MF:144219
DSP FMP Series - 237 - 36M - Regular Plan - Growth	MF:144220
Aditya Birla Sun Life Fixed Term Plan - Series QM (1100 days) - Regular Plan-Growth	MF:144221
Aditya Birla Sun Life Fixed Term Plan - Series QM (1100 days) -Regular -Normal IDCW	MF:144222
Aditya Birla Sun Life Fixed Term Plan - Series QM (1100 days) -Direct - Normal IDCW	MF:144223
Aditya Birla Sun Life Fixed Term Plan - Series QM (1100 days) -Direct - Quarterly IDCW	MF:144224
Aditya Birla Sun Life Fixed Term Plan - Series QM (1100 days) -Regular -Quarterly IDCW	MF:144225
Aditya Birla Sun Life Fixed Term Plan - Series QM (1100 days) - Direct Plan-Growth	MF:144226
UTI Fixed Term Income Fund Series XXIX-XV (1124 days) - Direct Plan - Growth Option	MF:144227
UTI Fixed Term Income Fund Series XXIX-XV (1124 days) - Regular Plan - Growth Option	MF:144231
Sundaram Fixed Term Plan IK Direct Plan - Growth	MF:144237
Sundaram Fixed Term Plan IK Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	MF:144238
Sundaram Fixed Term Plan IK Regular Plan - Growth	MF:144239
Sundaram Fixed Term Plan IK Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	MF:144240
DSP FMP Series - 238 - 36M - Regular Plan - Growth	MF:144241
DSP FMP Series - 238 - 36M - Regular Plan - IDCW - Quarterly Payout	MF:144242
DSP FMP Series - 238 - 36M - Direct Plan - Growth	MF:144243
DSP FMP Series - 238 - 36M - Regular Plan - IDCW - Payout	MF:144245
DSP FMP Series - 238 - 36M - Direct Plan - IDCW - Payout	MF:144246
NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 07 - IDCW Option	MF:144247
Nippon India Fixed Horizon Fund XXXVIII- Series 7- Direct Plan- Growth Option	MF:144248
NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 07 - DIRECT Plan - IDCW Option	MF:144249
Nippon India Fixed Horizon Fund XXXVIII- Series 7- Growth Option	MF:144250
Reliance Fixed Horizon Fund XXXVIII- Series 8- Dividend Plan	MF:144251
Reliance Fixed Horizon Fund XXXVIII- Series 8- Direct Plan- Growth Option	MF:144252
Reliance Fixed Horizon Fund XXXVIII- Series 8- Direct Plan- Dividend Plan	MF:144253
Reliance Fixed Horizon Fund XXXVIII- Series 8- Growth Option	MF:144254
Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days -QTR - IDCW	MF:144265
Franklin India Fixed Maturity Plans- Series 4 - Plan B (1098 days)- Quarterly Dividend- Direct	MF:144266
Franklin India Fixed Maturity Plans - Series 4- Plan B (1098 days)- Growth	MF:144267
Franklin India Fixed Maturity Plans - Series 4 - Plan B (1098 days)- Growth - Direct	MF:144268
Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - IDCW	MF:144269
Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - Direct - IDCW	MF:144270
IDFC Fixed Term Plan Series 159 REGULAR PLAN-GROWTH (1098 days)	MF:144271
IDFC Fixed Term Plan Series 159 REGULAR PLAN-HALF YEARLY IDCW (1098 days)	MF:144273
IDFC Fixed Term Plan Series 159 REGULAR PLAN-PERIODIC IDCW (1098 days)	MF:144274
IDFC Fixed Term Plan Series 159 DIRECT PLAN-GROWTH (1098 days)	MF:144275
Kotak FMP Series 234 - Direct Plan - Growth Option	MF:144279
Kotak FMP Series 234 - Regular Plan - Growth Option	MF:144281
Kotak FMP Series 234 -Regular Plan-Payout of Income Distribution cum capital withdrawal Option	MF:144282
Kotak FMP Series 235 - Direct Plan - Growth option	MF:144283
Kotak FMP Series 235 - Regular Plan - Growth Option	MF:144284
Kotak FMP Series 235 - Regular Plan - Payout of Income Distribution cum capital withdrawal Option	MF:144286
Tata Fixed Maturity Plan Series 55 Scheme D-Direct Plan -Growth	MF:144287
TATA Fixed Maturity Plan Series 55 Sch D- Direct Plan - Payout of Income Distribution cum capital withdrawal option	MF:144288
Tata Fixed Maturity Plan Series 55 Scheme D-Regular Plan-Growth	MF:144289
TATA Fixed Maturity Plan Series 55 Sch D- Regular Plan - Payout of Income Distribution cum capital withdrawal option	MF:144290
TATA Fixed Maturity Plan Series 55 Sch E- Direct Plan - Payout of Income Distribution cum capital withdrawal option	MF:144291
Tata Fixed Maturity Plan Series 55 Scheme E -Regular Plan-Growth	MF:144292
Tata Fixed Maturity Plan Series 55 Scheme E-Direct Plan-Growth	MF:144293
TATA Fixed Maturity Plan Series 55 Sch E- Regular Plan - Payout of Income Distribution cum capital withdrawal option	MF:144294
DSP FMP Series - 239 - 36M - Regular Plan - Growth	MF:144295
DSP FMP Series - 239 - 36M - Regular Plan - IDCW - Payout	MF:144296
DSP FMP Series - 239 - 36M - Direct Plan - Growth	MF:144299
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan R - Cumulative Option	MF:144301
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan R - Direct Plan Cumulative Option	MF:144302
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan R - Quarterly IDCW Option	MF:144308
BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan IDCW	MF:144309
Union Equity Savings Fund - Regular Plan - Growth Option	MF:144310
Union Equity Savings Fund - Regular Plan - IDCW Option	MF:144311
Union Equity Savings Fund - Direct Plan - Growth Option	MF:144312
Union Equity Savings Fund - Direct Plan - IDCW Option	MF:144313
BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan Growth	MF:144314
BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan Growth	MF:144315
BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan IDCW	MF:144316
Aditya Birla Sun Life Fixed Term Plan - Series QN (1100 days) - Regular Plan-Growth	MF:144317
Aditya Birla Sun Life Fixed Term Plan - Series QN (1100 days) - Direct Plan-Growth	MF:144319
Aditya Birla Sun Life Fixed Term Plan - Series QN (1100 days) - Direct - Quarterly IDCW	MF:144320
Aditya Birla Sun Life Fixed Term Plan - Series QN (1100 days) - Regular -Normal IDCW	MF:144322
Aditya Birla Sun Life Fixed Term Plan - Series QO (1100 days) - Regular Plan-Growth	MF:144323
Aditya Birla Sun Life Fixed Term Plan - Series QO (1100 days) - Regular -Normal IDCW	MF:144324
Aditya Birla Sun Life Fixed Term Plan - Series QO (1100 days) - Regular -Quarterly IDCW	MF:144325
Aditya Birla Sun Life Fixed Term Plan - Series QO (1100 days) - Direct Plan-Growth	MF:144326
Aditya Birla Sun Life Fixed Term Plan - Series QO (1100 days) - Direct - Quarterly IDCW	MF:144328
Invesco India Fixed Maturity Plan - Series 32 - Plan C - Regular - Growth	MF:144330
Invesco India Fixed Maturity Plan - Series 32 - Plan C - Regular - IDCW (Payout)	MF:144331
Invesco India Fixed Maturity Plan - Series 32 - Plan C - Direct - Growth	MF:144332
Kotak Balanced Advantage Fund -Regular Plan - Growth Option	MF:144333
Kotak Balanced Advantage Fund -Direct Plan  -Payout of Income Distribution cum capital withdrawal option	MF:144334
Kotak Balanced Advantage Fund  - Direct Plan -Growth Option	MF:144335
Kotak Balanced Advantage Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option Option	MF:144336
UTI Corporate Bond Fund - Regular Plan - Annual IDCW	MF:144337
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW	MF:144338
UTI Corporate Bond Fund - Direct Plan - Growth Option	MF:144339
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW	MF:144340
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW	MF:144341
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW	MF:144342
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW	MF:144343
UTI Corporate Bond Fund - Direct Plan - Annual IDCW	MF:144344
UTI Corporate Bond Fund - Regular Plan - Growth Option	MF:144345
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW	MF:144346
SBI Debt Fund Series C - 20 - (1100 Days) - Regular Plan - Growth	MF:144347
SBI Debt Fund Series - C - 20 (1100 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:144348
SBI Debt Fund Series C - 20 - (1100 Days) - Direct Plan - Growth	MF:144349
SBI Debt Fund Series - C - 20 (1100 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:144350
NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 10 - IDCW Option	MF:144351
Nippon India Fixed Horizon Fund XXXVIII- Series 10- Direct Plan- Growth Option	MF:144352
Nippon India Fixed Horizon Fund XXXVIII- Series 10- Growth Option	MF:144353
NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 10 - DIRECT Plan - IDCW Option	MF:144354
HDFC FMP 1133D JULY 2018 (1) - IDCW Option - Direct Plan	MF:144355
HDFC FMP 1133D JULY 2018 (1) - Growth Option - Direct Plan	MF:144356
HDFC FMP 1133D JULY 2018 (1) - Quarterly IDCW Option - Direct Plan	MF:144357
HDFC FMP 1133D JULY 2018 (1) - Quarterly IDCW Option	MF:144358
HDFC FMP 1133D JULY 2018 (1) - IDCW Option	MF:144359
HDFC FMP 1133D JULY 2018 (1) - Growth Option	MF:144360
SBI Debt Fund Series C - 21 (1100 Days) - Regular Plan - Growth	MF:144365
SBI Debt Fund Series C - 21 (1100 Days) - Direct Plan - Growth	MF:144366
SBI Debt Fund Series - C - 21 (1100 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:144367
SBI Debt Fund Series - C - 21 (1100 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	MF:144368
PGIM India Fixed Duration Fund - Series BC - Direct Plan - Growth Option	MF:144369
PGIM India Fixed Duration Fund - Series BC - Direct Plan - Standard Dividend Option	MF:144371
PGIM India Fixed Duration Fund - Series BC - Regular Plan - Standard Dividend Option	MF:144372
PGIM India Fixed Duration Fund - Series BC - Regular Plan - Quarterly Dividend Option	MF:144373
PGIM India Fixed Duration Fund - Series BC - Regular Plan - Growth Option	MF:144374
Aditya Birla Sun Life Fixed Term Plan - Series QP (1100 days) - Regular Plan-Growth	MF:144375
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Direct Plan Cumulative Option	MF:144376
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Quarterly IDCW Option	MF:144377
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Direct Plan Quarterly IDCW Option	MF:144378
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Half Yearly IDCW Option	MF:144379
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Cumulative Option	MF:144380
Aditya Birla Sun Life Fixed Term Plan - Series QP (1100 days) -Regular -Quarterly IDCW	MF:144382
Aditya Birla Sun Life Fixed Term Plan - Series QP (1100 days) -Direct - Normal IDCW	MF:144383
Aditya Birla Sun Life Fixed Term Plan - Series QP (1100 days) -Direct - Quarterly IDCW	MF:144384
Aditya Birla Sun Life Fixed Term Plan - Series QP (1100 days) -Regular -Normal IDCW	MF:144385
Aditya Birla Sun Life Fixed Term Plan - Series QP (1100 days) - Direct Plan-Growth	MF:144386
ICICI Prudential Fixed Maturity Plan - Series 83 - 1110 Days Plan T - Cumulative Option	MF:144387
ICICI Prudential Fixed Maturity Plan - Series 83 - 1110 Days Plan T - Direct Plan Cumulative Option	MF:144388
ICICI Prudential Fixed Maturity Plan - Series 83 - 1110 Days Plan T - Quarterly IDCW Option	MF:144389
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option	MF:144393
Axis Aggressive Hybrid Fund - Direct Plan - Growth Option	MF:144394
Axis Aggressive Hybrid Fund - Direct Plan - Regular IDCW	MF:144395
Axis Aggressive Hybrid Fund - Regular Plan - Regular IDCW	MF:144396
Axis Aggressive Hybrid Fund - Direct Plan - Monthly IDCW	MF:144397
